,0,1
221,0.84558403,0.15441598
222,0.99963415,0.00036588186
223,0.7488088,0.2511912
224,0.9970041,0.0029958736
225,0.62161475,0.3783852
226,0.4351231,0.5648769
227,0.57989824,0.4201018
228,0.8156205,0.1843795
229,0.723909,0.27609092
230,0.834858,0.16514204
231,0.84874964,0.15125033
232,0.21412057,0.7858795
233,0.24912718,0.75087285
234,0.785968,0.214032
235,0.44087997,0.55912
236,0.47457278,0.52542716
237,0.5946147,0.40538532
238,0.3749459,0.6250541
239,0.1523489,0.8476511
240,0.83757305,0.16242701
241,0.6118517,0.38814828
242,0.8395023,0.16049777
243,0.6241571,0.37584293
244,0.99573296,0.0042670877
245,0.9465438,0.05345627
246,0.16116334,0.83883667
247,0.4513773,0.5486226
248,0.6007417,0.39925832
249,0.8046222,0.19537778
250,0.20684452,0.79315555
251,0.7643419,0.23565812
252,0.99840933,0.0015907452
253,0.8187829,0.18121703
254,0.62091035,0.37908965
255,0.8633331,0.13666686
256,0.6389982,0.3610018
257,0.59818363,0.4018163
258,0.82956535,0.17043465
259,0.50690037,0.4930996
260,0.44279665,0.55720335
261,0.80388105,0.19611898
262,0.99607676,0.0039231908
263,0.6346738,0.3653262
264,0.9995882,0.0004118363
265,0.41009274,0.5899072
266,0.62924314,0.3707568
267,0.53025675,0.46974325
268,0.27467236,0.7253276
269,0.50590545,0.4940946
270,0.68912417,0.3108758
271,0.9995882,0.0004118363
272,0.9636664,0.036333665
273,0.8551936,0.1448064
274,0.3172982,0.68270177
275,0.57644045,0.4235595
276,0.7140383,0.2859617
277,0.8745524,0.12544756
278,0.5341517,0.46584842
279,0.76696026,0.23303978
280,0.61305803,0.386942
281,0.15526894,0.8447311
282,0.4572176,0.5427824
283,0.4886758,0.5113242
284,0.78876984,0.21123023
285,0.38421544,0.6157845
286,0.6513159,0.3486841
287,0.78228647,0.21771349
288,0.9956857,0.0043143523
289,0.18659455,0.81340545
290,0.3571849,0.64281505
291,0.5404589,0.45954102
292,0.99573296,0.0042670877
293,0.18493013,0.8150699
294,0.9977902,0.0022098036
295,0.84393275,0.15606722
296,0.81588274,0.1841172
297,0.64848965,0.35151032
298,0.5848453,0.41515476
299,0.22770438,0.77229553
300,0.593254,0.40674606
301,0.4285411,0.5714589
302,0.8507205,0.14927948
303,0.75452554,0.24547453
304,0.585388,0.414612
305,0.6125079,0.38749206
306,0.80837435,0.19162562
307,0.99922836,0.0007716495
308,0.70843244,0.2915676
309,0.864827,0.13517305
310,0.25607884,0.74392116
311,0.16192754,0.83807254
312,0.66302466,0.33697528
313,0.7439346,0.2560654
314,0.3599831,0.640017
315,0.33480263,0.6651973
316,0.63432026,0.36567977
317,0.4330565,0.5669436
318,0.5971006,0.40289935
319,0.34376386,0.6562362
320,0.796937,0.20306298
321,0.87272304,0.12727693
322,0.60811913,0.39188093
323,0.9614859,0.038514122
324,0.5254233,0.47457674
325,0.85453117,0.14546879
326,0.62213147,0.37786853
327,0.2761354,0.7238646
328,0.6821413,0.31785876
329,0.6545071,0.34549296
330,0.67746115,0.32253882
331,0.7232824,0.27671766
332,0.76230276,0.23769729
333,0.9990583,0.00094170356
334,0.7367343,0.26326576
335,0.99650466,0.0034953959
336,0.99840933,0.0015907452
337,0.5734909,0.426509
338,0.47182587,0.5281741
339,0.61165595,0.3883441
340,0.94796944,0.05203057
341,0.39637172,0.6036283
342,0.57750064,0.4224994
343,0.48584536,0.5141546
344,0.45501876,0.54498124
345,0.06978459,0.9302154
346,0.93925697,0.06074309
347,0.7659975,0.23400247
348,0.53965396,0.46034607
349,0.5013182,0.49868175
350,0.87272316,0.1272769
351,0.74383765,0.25616235
352,0.80476606,0.19523391
353,0.6897643,0.3102357
354,0.4844253,0.5155747
355,0.18056212,0.8194379
356,0.7936176,0.20638244
357,0.6487321,0.35126784
358,0.28945023,0.7105497
359,0.41198856,0.58801144
360,0.99460876,0.0053912653
361,0.5933416,0.4066584
362,0.44274467,0.5572553
363,0.9994555,0.00054445164
364,0.7418664,0.2581336
365,0.41681486,0.5831852
366,0.89797896,0.10202107
367,0.78453755,0.21546246
368,0.28141257,0.71858746
369,0.6430809,0.35691914
370,0.8987807,0.10121934
371,0.8090449,0.19095513
372,0.67477876,0.3252212
373,0.2777011,0.72229886
374,0.5817073,0.4182927
375,0.5814198,0.41858023
376,0.4368375,0.5631625
377,0.99840933,0.0015907452
378,0.43279514,0.56720483
379,0.57386357,0.42613646
380,0.37800127,0.6219987
381,0.6989583,0.30104172
382,0.7166273,0.2833727
383,0.7911392,0.20886077
384,0.1138961,0.88610387
385,0.45073733,0.5492627
386,0.75394243,0.2460575
387,0.28106743,0.71893257
388,0.92691296,0.073086955
389,0.63793385,0.36206612
390,0.31967106,0.6803289
391,0.9994879,0.0005120767
392,0.29033855,0.7096615
393,0.9524869,0.047513105
394,0.32972166,0.6702784
395,0.5454983,0.45450163
396,0.41118544,0.58881456
397,0.34542513,0.6545748
398,0.7455853,0.25441465
399,0.41969305,0.580307
400,0.35654804,0.6434519
401,0.34400332,0.6559967
402,0.5551117,0.44488826
403,0.53793806,0.46206197
404,0.9940745,0.005925449
405,0.9956857,0.0043143523
406,0.73077554,0.26922446
407,0.99761665,0.0023834184
408,0.23493163,0.76506835
409,0.8697888,0.13021119
410,0.04906202,0.950938
411,0.9993387,0.0006613025
412,0.74883497,0.251165
413,0.83968335,0.16031668
414,0.47348234,0.5265177
415,0.6508001,0.3491999
416,0.48477,0.51523006
417,0.86687416,0.13312578
418,0.5833682,0.4166318
419,0.62238854,0.3776115
420,0.5993811,0.4006189
421,0.99840933,0.0015907452
422,0.86154556,0.13845447
423,0.51608604,0.4839139
424,0.55184096,0.448159
425,0.847009,0.15299101
426,0.5294396,0.47056034
427,0.6876432,0.3123568
428,0.7629618,0.23703815
429,0.72493654,0.2750635
430,0.17087482,0.8291252
431,0.35696712,0.64303285
432,0.83443713,0.16556288
433,0.51108396,0.488916
434,0.55889076,0.44110927
435,0.6314567,0.3685433
436,0.70306045,0.29693955
437,0.9969795,0.0030205143
438,0.6490005,0.35099941
439,0.2444668,0.7555332
440,0.775087,0.22491294
441,0.77913904,0.22086099
442,0.40049914,0.59950083
443,0.383967,0.616033
444,0.7724078,0.22759217
445,0.74329156,0.2567084
446,0.8193314,0.18066862
447,0.6477723,0.3522277
448,0.6811526,0.31884736
449,0.63432026,0.36567977
450,0.41720632,0.58279365
451,0.8623135,0.13768649
452,0.5543128,0.44568712
453,0.88635206,0.11364787
454,0.46060294,0.53939706
455,0.47412574,0.5258743
456,0.34746805,0.65253186
457,0.35872465,0.64127535
458,0.5779852,0.42201483
459,0.8002793,0.19972071
460,0.8741588,0.12584119
461,0.23116477,0.7688353
462,0.89369196,0.10630809
463,0.44877523,0.55122477
464,0.42791277,0.5720872
465,0.8865842,0.11341581
466,0.33634415,0.6636559
467,0.71188164,0.28811833
468,0.60644406,0.39355597
469,0.8072961,0.19270392
470,0.3785375,0.6214624
471,0.8335465,0.16645348
472,0.73565906,0.26434094
473,0.541701,0.45829898
474,0.811734,0.18826596
475,0.50835145,0.49164858
476,0.38839114,0.61160886
477,0.7197391,0.28026092
478,0.6389829,0.36101708
479,0.68025684,0.3197432
480,0.3914106,0.6085894
481,0.86472464,0.13527536
482,0.6476029,0.35239705
483,0.83368593,0.16631404
484,0.8645825,0.13541757
485,0.53985727,0.46014273
486,0.7415527,0.2584473
487,0.50827044,0.49172953
488,0.9994555,0.00054445164
489,0.20371278,0.79628724
490,0.713704,0.286296
491,0.5326705,0.46732953
492,0.9972161,0.0027838196
493,0.4601864,0.5398136
494,0.5891349,0.4108651
495,0.55343163,0.44656843
496,0.9989196,0.0010804228
497,0.5537803,0.44621962
498,0.18618143,0.8138186
499,0.19367163,0.80632836
500,0.49012065,0.5098794
501,0.82662266,0.1733774
502,0.99840933,0.0015907452
503,0.5448153,0.4551847
504,0.12919909,0.8708009
505,0.24435142,0.7556486
506,0.23834917,0.7616508
507,0.4494558,0.5505442
508,0.36653754,0.6334624
509,0.73963886,0.2603612
510,0.54654163,0.45345843
511,0.21285915,0.78714085
512,0.25812173,0.74187833
513,0.48181766,0.5181824
514,0.49436307,0.5056369
515,0.7509246,0.24907541
516,0.44943264,0.5505674
517,0.60460967,0.3953903
518,0.89369196,0.10630809
519,0.839668,0.160332
520,0.4250296,0.5749704
521,0.45951223,0.5404877
522,0.73992693,0.26007307
523,0.68482155,0.3151784
524,0.36485937,0.6351407
525,0.6706236,0.3293764
526,0.38068157,0.6193184
527,0.9993038,0.0006961673
528,0.12474253,0.8752575
529,0.38853547,0.6114645
530,0.5122128,0.48778713
531,0.40361133,0.59638864
532,0.5420104,0.4579895
533,0.58988756,0.4101125
534,0.8757315,0.12426845
535,0.80395633,0.19604373
536,0.4230825,0.5769174
537,0.7419006,0.2580994
538,0.7244786,0.27552137
539,0.4831925,0.5168075
540,0.74202216,0.25797787
541,0.87966096,0.12033905
542,0.48592848,0.5140715
543,0.7018688,0.29813126
544,0.37727723,0.6227227
545,0.8887455,0.11125453
546,0.8159248,0.18407518
547,0.49824554,0.50175446
548,0.45485142,0.5451485
549,0.49403265,0.5059674
550,0.7591777,0.2408223
551,0.46416688,0.5358331
552,0.37473065,0.62526935
553,0.6868462,0.31315383
554,0.5349886,0.46501148
555,0.68893707,0.31106296
556,0.8025696,0.19743034
557,0.48126295,0.518737
558,0.9970041,0.0029958736
559,0.5801843,0.4198157
560,0.3120573,0.68794274
561,0.7560006,0.2439994
562,0.9127916,0.0872084
563,0.83968335,0.16031668
564,0.54837984,0.4516202
565,0.5062965,0.4937035
566,0.7329343,0.26706573
567,0.71522963,0.2847703
568,0.76756084,0.23243913
569,0.7393545,0.26064548
570,0.8183357,0.18166426
571,0.19517876,0.8048213
572,0.93873274,0.061267246
573,0.19707583,0.80292416
574,0.7956505,0.20434959
575,0.19128665,0.8087133
576,0.9956857,0.0043143523
577,0.23188862,0.76811135
578,0.99252045,0.0074795615
579,0.89226073,0.10773928
580,0.7404853,0.25951466
581,0.80563444,0.19436555
582,0.55236465,0.44763538
583,0.3296608,0.6703392
584,0.09154247,0.9084576
585,0.6285865,0.3714135
586,0.9989981,0.0010018712
587,0.8280441,0.17195587
588,0.5532958,0.44670418
589,0.96782684,0.032173205
590,0.6132967,0.38670328
591,0.43377906,0.566221
592,0.99958247,0.00041754896
593,0.53655547,0.46344453
594,0.3788845,0.6211155
595,0.7085785,0.2914215
596,0.34125286,0.65874714
597,0.7918598,0.2081402
598,0.76305276,0.23694725
599,0.83876985,0.16123007
600,0.9995882,0.0004118363
601,0.759337,0.24066295
602,0.30081305,0.6991869
603,0.99263215,0.0073679253
604,0.4725796,0.52742034
605,0.8603151,0.13968492
606,0.37363312,0.6263669
607,0.7147284,0.28527156
608,0.9994555,0.00054445164
609,0.9938637,0.0061362945
610,0.27605698,0.72394305
611,0.71400726,0.2859927
612,0.31125328,0.68874675
613,0.9732694,0.026730625
614,0.5554619,0.44453803
615,0.9995882,0.0004118363
616,0.8571311,0.1428688
617,0.43768772,0.5623123
618,0.8774369,0.122563116
619,0.0858962,0.9141038
620,0.9040324,0.09596755
621,0.5885046,0.41149536
622,0.5448831,0.45511693
623,0.44486704,0.5551329
624,0.62038666,0.37961328
625,0.6699327,0.3300673
626,0.6909624,0.30903766
627,0.9938637,0.0061362945
628,0.32017362,0.67982644
629,0.5484371,0.45156294
630,0.9956857,0.0043143523
631,0.6477448,0.3522552
632,0.9970041,0.0029958736
633,0.99790287,0.0020971328
634,0.55878174,0.44121832
635,0.66006386,0.3399361
636,0.6230401,0.37695995
637,0.69739574,0.3026042
638,0.21158329,0.78841674
639,0.7242851,0.27571484
640,0.8886576,0.11134239
641,0.68575835,0.3142417
642,0.7456244,0.25437558
643,0.73365426,0.2663457
644,0.6983937,0.30160627
645,0.75702584,0.24297416
646,0.7923702,0.20762973
647,0.7526237,0.24737632
648,0.3235407,0.6764593
649,0.33564383,0.66435623
650,0.368579,0.631421
651,0.49199468,0.50800526
652,0.5959044,0.4040956
653,0.76407707,0.23592292
654,0.43906942,0.56093055
655,0.65335536,0.3466446
656,0.23367445,0.76632553
657,0.044967495,0.95503247
658,0.80775434,0.19224566
659,0.845104,0.15489595
660,0.2457765,0.7542235
661,0.10799668,0.8920033
662,0.3948831,0.6051169
663,0.6694431,0.33055684
664,0.66302985,0.33697015
665,0.29222408,0.7077759
666,0.89003915,0.10996091
667,0.4611228,0.5388771
668,0.6265332,0.37346682
669,0.5136732,0.48632684
670,0.34150985,0.6584901
671,0.9990583,0.00094170397
672,0.40948242,0.59051764
673,0.69469255,0.30530742
674,0.823949,0.17605105
675,0.8412341,0.1587659
676,0.7482318,0.25176817
677,0.95038605,0.049614
678,0.7249787,0.27502137
679,0.3878183,0.61218166
680,0.9994555,0.00054445164
681,0.74325275,0.25674722
682,0.4752285,0.52477145
683,0.6902692,0.3097308
684,0.74391335,0.2560866
685,0.38087508,0.61912495
686,0.587287,0.412713
687,0.46620548,0.53379446
688,0.7001583,0.29984164
689,0.6913436,0.30865633
690,0.29185164,0.70814836
691,0.2945568,0.7054432
692,0.75313014,0.24686986
693,0.4977677,0.5022323
694,0.7930871,0.20691283
695,0.41002294,0.5899771
696,0.31729785,0.6827022
697,0.5374313,0.46256876
698,0.631951,0.3680491
699,0.81588274,0.1841172
700,0.46513003,0.53487
701,0.715248,0.284752
702,0.8347066,0.16529332
703,0.6500014,0.3499986
704,0.59325534,0.40674466
705,0.55450594,0.44549403
706,0.34735724,0.6526428
707,0.9629744,0.037025537
708,0.04101715,0.95898277
709,0.87969106,0.12030892
710,0.99970907,0.000290866
711,0.76204944,0.23795064
712,0.52603596,0.47396404
713,0.87283856,0.1271614
714,0.9681967,0.03180337
715,0.42050788,0.57949215
716,0.76803815,0.23196189
717,0.9989196,0.0010804228
718,0.18505111,0.8149489
719,0.7355864,0.2644136
720,0.44573474,0.5542652
721,0.40063977,0.5993602
722,0.6996183,0.30038172
723,0.9054434,0.09455663
724,0.87969106,0.12030892
725,0.85492605,0.14507394
726,0.8069935,0.19300649
727,0.32387495,0.67612505
728,0.415896,0.58410406
729,0.5913094,0.4086906
730,0.63969684,0.36030322
731,0.85413903,0.14586097
732,0.6987317,0.3012683
733,0.38009405,0.61990595
734,0.71070266,0.28929734
735,0.9765206,0.023479411
736,0.6903334,0.30966654
737,0.65451694,0.34548303
738,0.8153624,0.18463762
739,0.6563728,0.34362718
740,0.69627845,0.30372155
741,0.255335,0.744665
742,0.3870031,0.61299694
743,0.6451238,0.35487628
744,0.29169884,0.7083011
745,0.31940782,0.6805922
746,0.5886869,0.41131315
747,0.75245774,0.24754226
748,0.56109107,0.43890896
749,0.8955935,0.1044065
750,0.33594772,0.66405225
751,0.6936568,0.30634317
752,0.19522291,0.80477715
753,0.4549153,0.54508466
754,0.7229454,0.2770546
755,0.8987683,0.101231754
756,0.2192646,0.7807354
757,0.6798626,0.3201374
758,0.4139723,0.5860277
759,0.9989196,0.0010804228
760,0.3387737,0.66122633
761,0.8897426,0.11025744
762,0.786945,0.213055
763,0.45472822,0.5452718
764,0.84502256,0.15497743
765,0.35429978,0.6457002
766,0.99840933,0.0015907444
767,0.7872519,0.21274818
768,0.9940745,0.005925449
769,0.27491364,0.72508633
770,0.2924435,0.7075564
771,0.4308381,0.56916195
772,0.84579474,0.15420534
773,0.8302465,0.16975348
774,0.3327753,0.6672247
775,0.9986915,0.0013085259
776,0.25898015,0.7410198
777,0.79936254,0.20063744
778,0.6931923,0.30680764
779,0.8362027,0.1637973
780,0.61807704,0.38192305
781,0.70459825,0.29540172
782,0.9938637,0.0061362945
783,0.6298312,0.37016878
784,0.36018983,0.63981014
785,0.8217073,0.17829262
786,0.8899776,0.110022455
787,0.28198415,0.71801585
788,0.5482019,0.4517981
789,0.49026912,0.50973094
790,0.15952186,0.8404781
791,0.5225663,0.4774337
792,0.31875995,0.68124
793,0.36867052,0.63132954
794,0.8152322,0.1847678
795,0.4045037,0.5954963
796,0.36829388,0.6317062
797,0.9061412,0.0938588
798,0.83764654,0.16235349
799,0.36984614,0.63015383
800,0.710994,0.289006
801,0.6508726,0.3491274
802,0.82662266,0.1733774
803,0.7118433,0.28815663
804,0.72259396,0.27740598
805,0.27831265,0.7216874
806,0.58122003,0.41877997
807,0.8243289,0.17567112
808,0.4552102,0.5447898
809,0.30614024,0.6938598
810,0.16925661,0.8307434
811,0.9940745,0.005925449
812,0.6074715,0.39252853
813,0.5425072,0.4574928
814,0.9940745,0.005925449
815,0.9994879,0.0005120767
816,0.7267835,0.27321652
817,0.5258658,0.47413418
818,0.714135,0.28586507
819,0.5466842,0.45331573
820,0.13283302,0.86716694
821,0.71637315,0.2836268
822,0.67844963,0.3215504
823,0.16771005,0.83228993
824,0.66863936,0.3313607
825,0.73020416,0.26979584
826,0.24199519,0.7580048
827,0.5392254,0.46077457
828,0.9989196,0.0010804228
829,0.99650466,0.0034953959
830,0.7758232,0.22417681
831,0.55267113,0.44732893
832,0.79301125,0.20698875
833,0.27680668,0.72319335
834,0.86798644,0.13201356
835,0.99573296,0.0042670877
836,0.27735803,0.7226419
837,0.56307197,0.43692806
838,0.9999242,7.5772485e-05
839,0.99456644,0.005433572
840,0.78945035,0.21054961
841,0.761868,0.23813196
842,0.5753596,0.4246404
843,0.98374593,0.016254075
844,0.8173112,0.18268871
845,0.33635163,0.66364837
846,0.7177941,0.28220588
847,0.8514409,0.1485591
848,0.93991303,0.060086943
849,0.7554154,0.24458465
850,0.742962,0.257038
851,0.6420581,0.357942
852,0.59370506,0.4062949
853,0.6064722,0.39352787
854,0.5600706,0.4399294
855,0.2381241,0.7618758
856,0.21201184,0.7879881
857,0.9357915,0.06420851
858,0.39700556,0.6029944
859,0.5242053,0.47579473
860,0.63151705,0.36848298
861,0.69104034,0.30895966
862,0.6359072,0.36409274
863,0.26401344,0.73598653
864,0.21619143,0.7838086
865,0.23063493,0.7693651
866,0.621975,0.37802497
867,0.35213798,0.647862
868,0.9996172,0.00038276563
869,0.5996987,0.40030128
870,0.70083064,0.29916936
871,0.7010442,0.29895577
872,0.4982975,0.5017025
873,0.46343485,0.53656524
874,0.8452906,0.15470946
875,0.9346092,0.06539085
876,0.5314646,0.4685354
877,0.6175481,0.38245192
878,0.62544537,0.37455463
879,0.3151037,0.68489623
880,0.4345248,0.56547517
881,0.81122184,0.18877816
882,0.3816462,0.61835384
883,0.7318695,0.26813048
884,0.8504527,0.14954728
885,0.6635921,0.33640787
886,0.43806425,0.5619357
887,0.7721133,0.22788675
888,0.5073004,0.4926997
889,0.50312674,0.49687326
890,0.42002237,0.5799777
891,0.28132734,0.7186727
892,0.59476954,0.40523052
893,0.6476098,0.3523902
894,0.33059576,0.6694042
895,0.22248305,0.77751696
896,0.57082915,0.42917094
897,0.31568733,0.68431276
898,0.59539616,0.4046038
899,0.9940745,0.005925449
900,0.20349036,0.79650956
901,0.9983583,0.001641679
902,0.5242401,0.47575986
903,0.563172,0.43682796
904,0.43763304,0.56236696
905,0.75490654,0.2450935
906,0.85029644,0.14970359
907,0.1352047,0.8647953
908,0.34969485,0.6503051
909,0.63790035,0.3620996
910,0.48369867,0.5163014
911,0.81884414,0.18115579
912,0.6267151,0.37328488
913,0.42440364,0.5755964
914,0.6536677,0.34633228
915,0.56230724,0.43769276
916,0.7291719,0.27082816
917,0.8032837,0.19671632
918,0.65088654,0.34911346
919,0.71764326,0.28235677
920,0.4112867,0.58871335
921,0.76977277,0.23022719
922,0.9122018,0.087798156
923,0.9961414,0.0038586652
924,0.4562218,0.54377824
925,0.79566133,0.20433873
926,0.9017773,0.09822261
927,0.7432216,0.2567784
928,0.8912657,0.10873428
929,0.88077486,0.11922519
930,0.75064164,0.24935836
931,0.63432026,0.36567977
932,0.33169916,0.6683008
933,0.8289352,0.17106478
934,0.47355375,0.5264463
935,0.6968516,0.30314833
936,0.2197165,0.7802835
937,0.39716342,0.60283655
938,0.99840933,0.0015907452
939,0.8149276,0.18507238
940,0.67278373,0.3272163
941,0.53071934,0.46928063
942,0.49785063,0.5021494
943,0.744199,0.25580102
944,0.7571364,0.24286361
945,0.27635396,0.72364604
946,0.50545526,0.49454477
947,0.8009541,0.19904588
948,0.7416004,0.25839955
949,0.7668018,0.23319823
950,0.8443972,0.15560284
951,0.65168184,0.34831807
952,0.571977,0.42802295
953,0.5344199,0.4655802
954,0.31637594,0.6836241
955,0.42511526,0.57488465
956,0.858249,0.14175102
957,0.8481103,0.15188973
958,0.9989354,0.0010645842
959,0.6335319,0.36646798
960,0.55028933,0.44971073
961,0.5573017,0.44269824
962,0.9972161,0.0027838196
963,0.9146021,0.0853979
964,0.733988,0.266012
965,0.5805769,0.4194231
966,0.25874808,0.74125195
967,0.3974724,0.6025276
968,0.49568936,0.50431067
969,0.9989196,0.0010804228
970,0.5627876,0.43721238
971,0.39717484,0.6028252
972,0.5685383,0.43146166
973,0.6895169,0.31048313
974,0.603174,0.39682597
975,0.4521746,0.5478254
976,0.42257288,0.57742715
977,0.7775559,0.22244413
978,0.84722596,0.15277407
979,0.77763337,0.22236659
980,0.3703834,0.62961656
981,0.6373093,0.3626907
982,0.47427663,0.5257234
983,0.94178766,0.058212332
984,0.99960715,0.00039285625
985,0.63735867,0.36264136
986,0.33890983,0.6610901
987,0.716295,0.28370503
988,0.3207956,0.67920434
989,0.5695306,0.4304694
990,0.58129793,0.41870207
991,0.51367205,0.48632792
992,0.7267835,0.27321652
993,0.69721293,0.30278707
994,0.49011308,0.5098869
995,0.38445237,0.61554766
996,0.7732653,0.22673467
997,0.29873043,0.7012696
